id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews
33557697,Gorgeous loft style 1br at an Iconic Building,67993397,Maulen,Downtown Eastside,49.28269,-123.10881,Entire home/apt,90,0
33558614,Contemporary 2 Bedroom Luxurious Apt Downtown,198024820,Sandy,Downtown,49.27821,-123.10897,Entire home/apt,249,28
33559936,East Vancouver - spacious & central family home,3503069,Lynne,Kensington-Cedar Cottage,49.25116,-123.08814,Entire home/apt,270,2
33560335,"Westside, 7 Min Walk to VGH. 5 nights minimum.",213226873,Dolores,Fairview,49.25832,-123.13115,Private room,70,13
33564321,Luxury Boutique 2bed 2bath suites in Vancouver,245847291,Derick,Marpole,49.21066,-123.1154,Entire home/apt,140,0
33566412,"King Size Plush Bed, Silk rug Private Bath &closet",44207362,April,Dunbar Southlands,49.23704,-123.18248,Private room,60,10
33571516,Amazing bright and beautiful bedroom near AIRPORT,207007659,Amazing,Marpole,49.21357,-123.11042,Private room,34,23
33593725,Cozy Cute Queen size Brass Bed with Private Bath,44207362,April,Dunbar Southlands,49.23656,-123.18252,Private room,75,25
33594050,In-Law Suite in Vancouver West,149642079,Jingjia,Dunbar Southlands,49.23927,-123.17582,Entire home/apt,121,16
33594153,Sweet Suite Room,171146498,Jasmine,Arbutus Ridge,49.25499,-123.16495,Private room,228,0
33596289,Haidy's Home R2(ensuite btrm),188209109,Haidy,Oakridge,49.2276,-123.11376,Private room,85,8
33610559,Olympic Village Modern 1 Bedroom with 1 Parking,253275576,Edison,Mount Pleasant,49.27069,-123.10108,Entire home/apt,279,22
33610721,One Bedroom - Downtown Vancouver - The Bradford,238308886,Terry,West End,49.2906,-123.13479,Hotel room,185,1
33611850,Classic Heritage home in trendy Kits,8903753,Judy,Kitsilano,49.26768,-123.15923,Entire home/apt,350,9
33618640,NEW 2BED suite -10mins Train to DOWNTOWN VANCOUVER,253352710,Wayne,South Cambie,49.23767,-123.11915,Entire home/apt,121,42
33619132,Cozy Two Bedroom at DT Vancouver w/ FREE PARKING,249163721,Liza,Downtown,49.27884,-123.10797,Entire home/apt,301,39
33623779,Panoramic view 2BR+2BA near downtown and Airport,250965846,Alice,Marpole,49.21072,-123.1179,Entire home/apt,160,19
33632031,City views from the heart of  vancouver ......,81329219,"Anthony And 
Candice",Downtown,49.27833,-123.10697,Entire home/apt,166,28
33636428,Haidy's Home RA(ensuite bathroom),188209109,Haidy,Oakridge,49.22712,-123.11375,Private room,79,15
33637719,Family-friendly house with sunny backyard,1801362,Laurel,Kensington-Cedar Cottage,49.24906,-123.08923,Entire home/apt,250,2
33638838,Entire 2nd Floor (2 bedrooms&1 private bathroom),253496393,Luyuan,Marpole,49.21434,-123.11824,Private room,109,5
33640593,Yaletown 2 Bedroom with amazing views,6835788,Dawn,Downtown,49.27155,-123.12628,Entire home/apt,301,0
33640659,Beautiful Penthouse 2Bdrm+Pool+Gym+Prking,253517262,Kay,Downtown Eastside,49.28041,-123.10909,Entire home/apt,360,13
33645791,Lush Oasis in the Heart of Gastown,19846624,Jenny,Downtown Eastside,49.2838,-123.10755,Entire home/apt,166,0
33655119,Bright Bedroom in Modern Strathcona Heritage Home,214407515,Joanna,Downtown Eastside,49.28063,-123.08805,Private room,65,1
33657678,Heritage home in walkable Kits,8903753,Judy,Kitsilano,49.26747,-123.15821,Entire home/apt,350,5
33658482,2 bedroom suite near Queen Elizabeth park.,77808640,Komathi,Riley Park,49.24099,-123.10094,Entire home/apt,101,16
33661532,Fresh Top Floor Close to Skytrain,253378911,Won,Hastings-Sunrise,49.26308,-123.03488,Private room,40,21
33661603,Fresh & Comfortable Top Floor Near Skytrain,253378911,Won,Hastings-Sunrise,49.26216,-123.03414,Private room,45,12
33663410,Dunbar private new suite near UBC,52051350,Peter And Jane,Dunbar Southlands,49.2448,-123.18226,Entire home/apt,200,6
33666712,Cozy home away from home,253747001,Bal,Sunset,49.2245,-123.09254,Entire home/apt,279,18
33667033,Character Home in East Van!,16401298,Sam,Mount Pleasant,49.25653,-123.0952,Entire home/apt,150,19
33667096,Beautiful Vancouver Character House,253750758,Adam,Mount Pleasant,49.25646,-123.07923,Entire home/apt,199,11
33667191,Wonderful (Whistler) bedroom in safe neighbourhood,86945559,Eric V.,Hastings-Sunrise,49.26808,-123.05485,Private room,60,17
33667782,Spacious 1 Bedroom in the Heart of the City,157087328,Robert,Downtown,49.27647,-123.13058,Entire home/apt,89,2
33668005,⭐South Granville⭐2BR GUEST HOUSE w/AC- 9min DT/YVR,137580701,Farheen,Kerrisdale,49.22225,-123.14054,Entire home/apt,299,11
33669383,BRAND NEW luxury condo 2min walk Train 2 Downtown,253769318,Karen,Riley Park,49.24759,-123.11408,Entire home/apt,150,22
33678917,Vancouver Private RM#2 Near Queen Elizabeth Park,80616321,Wen,Riley Park,49.23683,-123.09938,Private room,58,18
33683081,"Cozy, clean and beautiful room",250735581,Rowena,Renfrew-Collingwood,49.24111,-123.03969,Private room,34,43
33684079,Amazing downtown location w/ parking next to arena,253891651,Alan,Downtown,49.27775,-123.10896,Entire home/apt,150,37
33685487,1 bedroom suite in trendy Mount Pleasant area.,79831603,Petrina,Mount Pleasant,49.25806,-123.08547,Entire home/apt,95,23
33687129,3 Bedroom Mount Pleasant Garden Suite,57797398,Mandy,Mount Pleasant,49.25969,-123.10732,Entire home/apt,200,31
33688634,One bedroom suit in Kistlano,216623387,Jane,Kitsilano,49.26278,-123.18194,Private room,138,8
33690704,花园景特大床主人房,111619036,Kitson,Arbutus Ridge,49.24139,-123.16413,Private room,99,0
33690875,"In Kitslano with bathtub, bike/view/freeparking",216623387,Jane,Kitsilano,49.26136,-123.18083,Private room,110,12
33690985,花园景大床房带衣柜,111619036,Kitson,Arbutus Ridge,49.23934,-123.16399,Private room,70,0
33691134,101花园景双床房共用卫生间,111619036,Kitson,Arbutus Ridge,49.24087,-123.16442,Private room,79,0
33691381,*Entire Apartment like a penthouse rooftop floor *,253925910,Jaime,West End,49.28226,-123.13654,Entire home/apt,121,1
33691525,Modern Commercial Drive Lane House,286151,Daniel,Grandview-Woodland,49.26431,-123.06431,Entire home/apt,150,15
33692846,Excellent location classic Kitsilano home,199957422,Randal,Kitsilano,49.25867,-123.15369,Private room,48,1
33692907,35号别墅度假屋,111619036,Kitson,Arbutus Ridge,49.2399,-123.16409,Entire home/apt,301,1
33693424,33 号别墅,223896599,David,Arbutus Ridge,49.24282,-123.15781,Entire home/apt,299,0
33694383,Kits Carriage  house with private patio in back,253988354,Judy,Kitsilano,49.26826,-123.15943,Entire home/apt,250,7
33712454,Luxury 2 bedroom Condo with Ocean Views,55605699,Melanie,Downtown,49.27568,-123.1238,Entire home/apt,464,6
33712475,UBC area private suite w/bathroom & living room.,34410655,Don,Dunbar Southlands,49.24319,-123.19312,Entire home/apt,79,6
33716273,Gorgeous sub-penthouse downtown apartment,52469717,Erynn,Downtown,49.28043,-123.10834,Entire home/apt,389,4
33721183,Water front app ocean view fully furnished 800 sf,51350,Gabriel,Downtown,49.27471,-123.13418,Entire home/apt,121,0
33723046,Fantastic loft in the heart of Yaletown,53055211,Anthony,Downtown,49.27469,-123.12346,Entire home/apt,122,0
33723950,Amazing 1BR+Office Yaletown+Parking+Wifi+Amenities,82965273,Amir,Downtown,49.2749,-123.11674,Entire home/apt,180,0
33739196,"Scenic Master Suite and Bath + AC, Pool and Gym",245030559,Maria Helena,Downtown,49.27817,-123.10867,Private room,110,3
33740118,"Funky, functional microsuite, fantastic location",254332984,I-Chant,Kensington-Cedar Cottage,49.24999,-123.06075,Entire home/apt,79,26
33740356,Downtown Suite,254334555,Irvin,Downtown,49.27622,-123.12652,Private room,70,2
33742048,Central downtown long term suite,254334555,Irvin,Downtown,49.27753,-123.1259,Private room,56,0
33743441,Entire Apartment In Vancouver's Art District,2974008,Kyle,Mount Pleasant,49.26614,-123.09873,Entire home/apt,275,18
33743687,Beautiful heritage loft in historic Gastown,254360360,Kevin,Downtown Eastside,49.28419,-123.10639,Entire home/apt,102,50
33745538,Hotel Style Living In The Heart Of Vancouver,15077998,Mandi,West End,49.2809,-123.12725,Entire home/apt,209,13
33745687,Modern Micro suite for the minimalist adventurer,130679392,Xochitl,Hastings-Sunrise,49.28573,-123.04891,Entire home/apt,90,34
33747120,"Executive 4 BR Parkhouse, - Near Bus & SkyTrain!",178528935,Robert,Arbutus Ridge,49.24124,-123.14899,Entire home/apt,483,3
33748785,Cabin like space - top floor Character home,49656766,Dani,Kitsilano,49.26859,-123.16937,Private room,60,0
33752797,YALETOWN MARINASIDE CRESCENT NEIGHBOURHOOD HOME,199518544,Vancouver Home Sweet Home,Downtown,49.27472,-123.11957,Entire home/apt,101,2
33755131,Room near skytrain ( Nanaimo Station),254454256,Monica,Kensington-Cedar Cottage,49.24434,-123.05903,Private room,56,33
33770572,Modern Executive Retreat - Central Vancouver,254571969,Sandy,Arbutus Ridge,49.24967,-123.16696,Entire home/apt,184,17
33776192,Scorpio Palace#1(8th of 12 Zodiac Palace)2BR 2Bath,21239104,Pisces,Kerrisdale,49.21981,-123.14226,Entire home/apt,203,7
33781323,"Modern High End suite, Top Floor. Central location",48349926,Danil,Downtown,49.28041,-123.12144,Entire home/apt,249,13
33783662,Clean and spacious house,254347712,Mirasol,Oakridge,49.22334,-123.1288,Private room,42,12
33785763,Hidden Gem in East Vancouver Hot-Spot (2),26437448,Chiara,Grandview-Woodland,49.27839,-123.07363,Private room,44,13
33786053,Convenient/accessible to everything l,178767690,Levy,Kensington-Cedar Cottage,49.23517,-123.08941,Private room,40,10
33799441,Best of Vancouver 2,3677595,Ben And Penny,Downtown,49.27822,-123.10691,Private room,89,24
33801912,Modern & Elegant 2 bedrms in the heart of downtown,42725147,Joobin,Downtown,49.27707,-123.11678,Entire home/apt,460,11
33803742,RipTide: Mountain + City Views in Quiet Fairview,8356665,J C,Fairview,49.266,-123.11959,Entire home/apt,279,4
33803910,Beautiful one bedroom apartment in Kitsilano,255218929,Simon,Kitsilano,49.26543,-123.18372,Entire home/apt,95,15
33803915,The Artist Studio in Mount Pleasant,81654658,Jack,Mount Pleasant,49.26012,-123.10654,Entire home/apt,95,28
33807345,Private Room in a Beautiful Character House,253750758,Adam,Mount Pleasant,49.25817,-123.07998,Private room,105,2
33811246,Warm&lucky>1×room Most convenient place UBC/DT/YVR,132356031,Yumin,Kerrisdale,49.22966,-123.15937,Private room,85,16
33811678,Double beds with shared bathroom,212674897,Lily,Oakridge,49.22329,-123.12869,Private room,168,9
33812638,Charming 1BR with a balcony / Excellent Location!,226055815,Roman,Downtown,49.27989,-123.12474,Entire home/apt,119,19
33829760,Modern 740 sq. ft. 1 Bedroom Suite in Downtown,248260762,Colton,Downtown,49.27912,-123.10768,Entire home/apt,250,34
33830973,COZY LOFT IN CENTRAL GASTOWN,47220909,Riley,Downtown Eastside,49.2839,-123.1024,Entire home/apt,118,24
33834895,✤THE MODERN @ COLLINGWOOD - BOUTIQUE TOWNHOME✤,244815184,Jordan,Renfrew-Collingwood,49.23828,-123.04777,Entire home/apt,211,26
33835438,Private Room in the basement suite.,254347712,Mirasol,Oakridge,49.22161,-123.12893,Private room,36,6
33837243,Vancouver mini house,189064428,Michelle,Hastings-Sunrise,49.27702,-123.0344,Entire home/apt,159,17
33837762,"Simple, Cozy DT apartment",255493843,Christine,West End,49.28707,-123.13425,Entire home/apt,140,15
33838917,SunShineHome,37109373,Susan,Marpole,49.21122,-123.11674,Entire home/apt,188,20
33854429,2BR Spacious House walk to subway-city central,145631875,Louis,Riley Park,49.2339,-123.1114,Entire home/apt,150,31
33854740,Welcome to your second home :),46167499,Pejman,Hastings-Sunrise,49.26901,-123.04335,Entire home/apt,179,9
33856540,Basement Room @The 420Friendly Ganja Yoga Retreat!,10527114,David,Mount Pleasant,49.26518,-123.11101,Private room,72,2
33857248,Beautiful Home Commercial Drive / Hastings,19748213,Charlie,Hastings-Sunrise,49.26886,-123.05373,Entire home/apt,95,39
33857514,Stylish Central trendy Area Top Floor 1 Bedroom,26001012,James,South Cambie,49.25212,-123.11924,Entire home/apt,121,16
33859496,2 Bedroom Private Suite in Kitsilano,111814009,Kendra,Kitsilano,49.26244,-123.17085,Entire home/apt,150,23
33862322,Modern Spacious Stay in the Heart of Downtown!,255699531,Bruce,West End,49.28653,-123.12756,Entire home/apt,499,27
33875095,"Bright, Beautiful, Downtown City Living",68584515,Shew,West End,49.27925,-123.13016,Entire home/apt,50,26
33875099,Central Vancouver Apartment with a View!,49799548,Mel,Fairview,49.2629,-123.12891,Entire home/apt,150,12
33879865,Top Floor View Suite at center location,236816861,John,Hastings-Sunrise,49.2831,-123.03063,Entire home/apt,98,35
33881986,"Anna House, Vancouver West Prime Location",255866156,Anna,Marpole,49.21024,-123.14644,Private room,119,2
33885009,COMFY SUITE IN EAST VAN,255896919,Raymond,Renfrew-Collingwood,49.23529,-123.05527,Entire home/apt,83,30
33885031,"Cosy, Commercial Drive bedroom",11949961,Gordon,Grandview-Woodland,49.26494,-123.06603,Private room,64,35
33885157,Private Crystal room in the house,189726827,Xiao An,Dunbar Southlands,49.25346,-123.18212,Private room,105,28
33885640,温馨舒适套房,240887102,肇敏,Oakridge,49.22369,-123.12166,Entire home/apt,90,24
33888977,Cozy LOFT 1bedroom+flex@Heart of DowntownVancouver,255925757,Jack,Downtown,49.27853,-123.12077,Entire home/apt,199,14
33907947,3 BED Modern Condo ft. English Bay Views & a/c!,74806205,Terry,West End,49.28446,-123.12387,Entire home/apt,722,1
33910879,Cozy Bright King Room with Balcony near Airport,32801130,Francis,Marpole,49.21432,-123.13247,Private room,79,5
33911004,"4 bedroom cozy house in Vancouver, BC",256080027,Megan,Hastings-Sunrise,49.27516,-123.04614,Entire home/apt,75,10
33911107,"Deluxe Spacious Room near Oakridge, Langara",32801130,Francis,Oakridge,49.23189,-123.12755,Private room,85,4
33913094,Modern Victoria Near Skytrain and Hip Cafes/Bars,6901817,Stephanie,Grandview-Woodland,49.26376,-123.06724,Entire home/apt,250,1
33915752,Prime Location Spacious 3BD+2BA+Parking,256126661,Yorke,Downtown,49.28032,-123.11856,Entire home/apt,660,5
33934862,Master bedroom,189726827,Xiao An,Dunbar Southlands,49.2532,-123.18256,Private room,159,5
33935063,Larson's Landing Park House - Quick to Downtown,57580370,Greg And Catherine,Sunset,49.23014,-123.08877,Entire home/apt,301,14
33935848,Room in the center of the city,256257896,Ely,Downtown,49.27773,-123.12256,Private room,74,27
33937996,Modern 3 Bed Designer Home Minutes from Downtown!,248260762,Colton,Downtown Eastside,49.27747,-123.0878,Entire home/apt,600,29
33939614,Large house with Ocean & Mountain Views,924826,Dawn,Kitsilano,49.27053,-123.16383,Entire home/apt,301,1
33943545,"3 Bdr home of modern luxuries, walk to skytrain",241385529,Benny,Renfrew-Collingwood,49.24576,-123.02661,Entire home/apt,124,32
33945029,"2 Bedroom Ground Level Suite near ""The Drive""",5888125,Jason,Grandview-Woodland,49.27159,-123.05687,Entire home/apt,175,26
33945282,Lovely&Clean>1×Room in the heart of Vancouver west,132356031,Yumin,Kerrisdale,49.22991,-123.16045,Private room,79,3
33946652,"4 bedrooms with kitchen, living room & 2 bathrooms",63527562,Yin Mei,Marpole,49.21044,-123.13244,Entire home/apt,220,0
33948570,super convenient Vancouver touring home,241574903,Phuong,Downtown Eastside,49.28005,-123.10566,Entire home/apt,102,12
33952895,Beautiful Heritage Suite Close to Downtown,256382017,Russ,Kitsilano,49.26146,-123.14819,Entire home/apt,123,30
33962306,Cozy basement suit for a great price,256080027,Megan,Hastings-Sunrise,49.28386,-123.02824,Entire home/apt,75,10
33966585,Modern 1200 sq. ft. two bedroom suite in Dunbar,256481525,Jerry,Dunbar Southlands,49.23701,-123.18365,Entire home/apt,200,22
33968926,"beautiful neighourhood, upscale, sleeps many",69854297,Karli,Riley Park,49.25181,-123.11155,Entire home/apt,183,14
33974026,VW furnished bsmt queen bed new wood floor 160sf,183975156,Sarah,Marpole,49.21305,-123.13107,Private room,38,0
33974537,Private Diamond Room in the New House,189726827,Xiao An,Dunbar Southlands,49.25408,-123.18275,Private room,131,20
33974848,Private Emerald Room in the New House,189726827,Xiao An,Dunbar Southlands,49.25282,-123.18095,Private room,115,17
33974997,3-Beds Inner Rooms for a family of 2-4 person,189726827,Xiao An,Dunbar Southlands,49.25263,-123.18166,Private room,128,24
33975074,#1 New condo near airport and downtown Vancouver,246873160,Li,Marpole,49.21231,-123.11585,Entire home/apt,177,6
33976184,COMFORTABLE 1 BD APT IN HEART OF DOWNTOWN,38969986,Matt,Downtown,49.27635,-123.12424,Entire home/apt,220,6
33978269,#3 New condo near airport and downtown Vancouver,256572101,Kelly,Marpole,49.21221,-123.11533,Entire home/apt,177,7
33990487,Mt Pleasant Suite - Next to SkyTrain Station!,256471109,Monir,South Cambie,49.24981,-123.11855,Entire home/apt,248,9
33990561,"Bright , beautiful, perfect location 2bdrm  suite.",253043956,Tom,Kitsilano,49.26438,-123.16458,Entire home/apt,203,29
33992656,Private Master Bedroom on the Beach / Stanley Park,120561902,Dario,West End,49.29036,-123.1413,Private room,99,0
33995980,New Luxury 3br 4bath Modern Townhouse,66495563,"Sunny, Amanda & Kristen",Renfrew-Collingwood,49.23994,-123.05504,Entire home/apt,200,20
33997048,Stunning Southlands Vancouver Home,30812904,Bronwen,Kerrisdale,49.22846,-123.17824,Entire home/apt,1495,2
33997420,Cozy Suite Minutes From Downtown & Gastown,252030705,Daniel,Downtown Eastside,49.28179,-123.09001,Entire home/apt,90,20
33998625,Fabulous  downtown 2BD/2BA AWESOME VIEW!,256560654,June,Downtown,49.27853,-123.10871,Entire home/apt,301,33
33998896,Rainbowhome,37109373,Susan,Marpole,49.21031,-123.11682,Entire home/apt,170,20
34001152,Super Clean Amazing City Center 2Bed + Free PRKG,256735262,Mike,Downtown,49.28782,-123.123,Entire home/apt,499,30
34001700,#5 New condo near airport and downtown Vancouver,256740486,Youbin,Marpole,49.21029,-123.11588,Entire home/apt,400,2
34002345,"Mount Pleasant Condo, small family-friendly",12731428,Sarah,Mount Pleasant,49.26392,-123.09042,Entire home/apt,180,6
34002379,#2 New condo near airport and downtown Vancouver,91145082,Sun,Marpole,49.21214,-123.11663,Entire home/apt,250,5
34006392,Paris in Vancouver,30301070,David,Downtown,49.2742,-123.12018,Hotel room,396,13
34006609,#4 New condo near airport and downtown Vancouver,256772977,Jingyu,Marpole,49.21025,-123.11694,Entire home/apt,250,9
34011519,2659 花园景大床房带衣柜,223896599,David,Arbutus Ridge,49.23986,-123.16603,Private room,42,5
34012904,2659 双床房3人间公用卫生间,223896599,David,Arbutus Ridge,49.24022,-123.16519,Private room,66,7
34018040,Second Bedroom,189726827,Xiao An,Dunbar Southlands,49.25232,-123.18304,Private room,115,16
34019239,Modern 2 bedroom suite in the heart of Vancouver,20777865,Steven,Kensington-Cedar Cottage,49.25427,-123.07755,Entire home/apt,166,30
34019658,"Bright,open heritage house attic, loft sanctuary",43883692,Antonia,Downtown Eastside,49.28111,-123.09108,Private room,172,6
34024042,SUPER CLEAN HOT SPOT CLOSEST 2BED+PKRG,256907738,Yuri,West End,49.28227,-123.12528,Entire home/apt,499,20
34029444,"Olympic Village Penthouse, private rooftop terrace",122209801,Andrea,Mount Pleasant,49.27114,-123.10252,Entire home/apt,800,0
34040511,Delicate loft Welcome travellers.,138251489,Weiting,Downtown,49.27834,-123.12091,Entire home/apt,189,37
34041202,"3bd & 2ba-Bright, Modern & Spacious Family Home",64353346,Johanna,Kensington-Cedar Cottage,49.24903,-123.07961,Entire home/apt,399,2
34045168,Main Street Modern Industrial Loft,20978741,Riley,Mount Pleasant,49.26754,-123.09864,Entire home/apt,196,19
34061229,Cozy Character Fraserview 1 Bedroom Upper Level,43111252,Marie,Victoria-Fraserview,49.23122,-123.06587,Entire home/apt,73,24
34062890,Husky house,257221609,Jason,West Point Grey,49.26662,-123.21046,Entire home/apt,228,2
34064043,Cozy Kensington Cedar 3 Bedroom On Upper Level,87630068,Luis,Kensington-Cedar Cottage,49.24521,-123.06961,Entire home/apt,144,0
34068050,靠近UBC的全新后院小屋  A small new house near UBC,257270069,Bo,West Point Grey,49.26629,-123.20091,Entire home/apt,140,9
34075697,Vancouver Private RM#3 near Queen Elizabeth Park,80616321,Wen,Riley Park,49.236,-123.0979,Private room,68,14
34083989,Portside Gem,206873236,Rob,Grandview-Woodland,49.28654,-123.06142,Entire home/apt,90,15
34085117,Great Place to Stay,2049529,Lila,Sunset,49.21184,-123.09843,Entire home/apt,150,1
34088571,Private Bath and Room in a Prime Condo Downtown,257409746,Adam,Downtown,49.27863,-123.12015,Private room,501,1
34090921,CC的小窩民宿@溫西獨立出入1室1廳1廚1衛Total Privacy&Separate Entry,80721458,Cc,Dunbar Southlands,49.24669,-123.17178,Entire home/apt,136,15
34091763,Quiet and Private Room Located in Central Location,257431562,Peter,Killarney,49.22928,-123.04088,Private room,50,14
34092446,CHARMING & SPACIOUS 1BR Suite on Commercial Drive!,16498238,Spencer,Grandview-Woodland,49.26919,-123.06442,Entire home/apt,115,10
34092650,Tidy & cozy 3 bedroom suite in central Vancouver,257441655,Van,Kensington-Cedar Cottage,49.25846,-123.07584,Entire home/apt,150,24
34094595,Modern 2 Bd 2 Ba in Central Main St,257460213,Sidney,Riley Park,49.24839,-123.09849,Entire home/apt,124,12
34095619,3 bedroom Beach Ave Townhouse with rooftop patio,13131678,Robert,Downtown,49.27554,-123.13181,Entire home/apt,400,2
34096146,Spectacular Ocean Views/ 2 Bed with a Patio,257473583,Garik,Downtown,49.27819,-123.10713,Entire home/apt,299,10
34109372,Bright 1 bdrm with large shared bath,117119918,Kitty,Kensington-Cedar Cottage,49.24103,-123.08817,Private room,28,1
34115831,Great Place to Stay Queen,2049529,Lila,Sunset,49.21226,-123.09826,Private room,110,0
34115856,Luxury Duplex South Granville,130604962,Marcello,Fairview,49.26072,-123.13312,Entire home/apt,250,0
34116720,Great Place to Stay double Bed E,2049529,Lila,Sunset,49.21235,-123.09878,Private room,110,1
34118685,Great Place to Stay Double W,2049529,Lila,Sunset,49.2116,-123.09737,Private room,110,0
34123104,New Luxury 3br 4bath Modern Townhome,66495563,"Sunny, Amanda & Kristen",Renfrew-Collingwood,49.23713,-123.05382,Entire home/apt,225,16
34124968,Stunning 6 bedroom home with hot tub ac pool table,205096178,Alejandro,Kerrisdale,49.21595,-123.15443,Entire home/apt,1501,15
34126347,One bedroom suite with private entrance,257679453,Vivian,Dunbar Southlands,49.2316,-123.1873,Entire home/apt,95,25
34126590,Luxury 3br 4bath New Modern Townhouse,66495563,"Sunny, Amanda & Kristen",Renfrew-Collingwood,49.23899,-123.05497,Entire home/apt,225,20
34126966,Lovely Suite In The Heart of Kitsilano,71408539,Will,Kitsilano,49.26685,-123.16424,Entire home/apt,117,1
34127213,Modern 2 Floor Loft/ In The Heart of Downtown,257685834,Maximus,Downtown,49.27884,-123.12227,Entire home/apt,249,29
34127668,Well-appointed quiet modern 1 bedroom garden suite,100126387,Glen,Sunset,49.22914,-123.08798,Entire home/apt,79,26
34141344,The Gem of Commercial,104972003,Mark,Kensington-Cedar Cottage,49.25232,-123.06877,Entire home/apt,130,15
34147959,Hip Urban Getaway in a Quiet Neighborhood,58165412,Jane,Riley Park,49.24334,-123.09063,Entire home/apt,220,15
34153395,The Heart Chakra Of Vancouver,141222766,Deidre,Kitsilano,49.26951,-123.18377,Private room,150,10
34176785,Bright Condo in Trendy Chinatown with Parking,4995004,Kaitlin,Downtown Eastside,49.27875,-123.10063,Entire home/apt,181,8
34177131,BRIGHT 1BR in Yaletown w/Parking,136598096,Elena,Downtown,49.27764,-123.13018,Entire home/apt,299,22
34179989,Amazing Shangri-La Residence 180Degree Ocean Views,66121955,Jake,West End,49.28523,-123.12264,Entire home/apt,340,1
34180183,New York lifestyle  townhome,95217850,Mauricio,Downtown,49.27884,-123.12705,Entire home/apt,180,0
34180296,spacious room- downtown,258060783,Duaa,West End,49.29073,-123.13187,Private room,85,1
34180394,Executive moderm 2 bedroom suite,95217850,Mauricio,West End,49.28751,-123.12921,Entire home/apt,250,0
34180840,UBC Nearby  1 Kingsize bed and Den  basement  home,182110861,Yannie,Dunbar Southlands,49.23778,-123.19643,Private room,219,5
34181036,Garden suite close to Commercial Drive,251061,Cristina,Grandview-Woodland,49.2752,-123.06246,Entire home/apt,90,20
34181533,The 1 million Dollar  view of False Creek,257497355,Mirela,Downtown,49.27518,-123.12746,Entire home/apt,901,15
34185269,Nice and clean 2beds Private suite,136641767,Thang,Renfrew-Collingwood,49.254,-123.04462,Entire home/apt,150,23
34200300,Private Hideaway Lanehome in the City,183139590,Rony,Kensington-Cedar Cottage,49.24164,-123.08653,Entire home/apt,128,26
34201735,Bright Charming House on Commercial Drive,258215272,Krystal,Grandview-Woodland,49.27,-123.07039,Entire home/apt,101,13
34203078,Downtown City Views- Coal Harbour w/ parking & gym,258206915,Gloria,Downtown,49.28634,-123.1229,Entire home/apt,180,33
34206049,Fraserview Home - 2Bed - Near Buses to DT,257806860,Sarbjit,Victoria-Fraserview,49.21491,-123.06457,Entire home/apt,114,20
34207522,Small Bedroom,13041659,Dave/Chad,West End,49.29285,-123.13821,Private room,79,1
34209368,Great Value LARGE 2 bed house - by VGH,58226110,Citiwest,Mount Pleasant,49.26107,-123.11037,Entire home/apt,999,0
34209584,Comfortable private space close to skytrain,253337612,Mary,Renfrew-Collingwood,49.25676,-123.04644,Entire home/apt,70,29
34209832,Lovely room with lock close to skytrain,253337612,Mary,Renfrew-Collingwood,49.25806,-123.04442,Private room,45,14
34210139,"Downtown(Arena)+Parking+AC,1mintoSkytrain,Sleeps 5",248556371,N C,Downtown Eastside,49.2803,-123.10973,Entire home/apt,203,20
34211285,Comfort and Convenient Private Garden Level suite,219485570,Franklin,Renfrew-Collingwood,49.25784,-123.02903,Entire home/apt,124,20
34212156,Dunbar house B2 - Basement room,258298076,Paul,Dunbar Southlands,49.25779,-123.18332,Private room,57,14
34212474,Dunbar house - B3 - Basement room,258298076,Paul,Dunbar Southlands,49.25685,-123.18326,Private room,57,15
34214535,Dunbar House  B1 - Basement room,258298076,Paul,Dunbar Southlands,49.2569,-123.18231,Private room,70,19
34214862,Dunbar house - U2,258298076,Paul,Dunbar Southlands,49.25647,-123.18251,Private room,57,17
34215154,Dunbar House - U1,258298076,Paul,Dunbar Southlands,49.25665,-123.18243,Private room,57,14
34218889,Kitsilano Garden Suite by the Beach,24122490,Shelley,Kitsilano,49.2698,-123.16584,Entire home/apt,60,0
34229269,BRAND NEW! LUXURY 10 PPL CENTRAL VANCOUVER HOME!!,258422151,Helen,Victoria-Fraserview,49.21445,-123.05584,Entire home/apt,501,18
34233601,Spacious private room with private bathroom,168234687,Waldo,West End,49.28146,-123.12666,Private room,85,31
34234714,2bdrm+2bath 3min walk to Skytrain 4k TV 4k Monitor,7920446,Alan,Marpole,49.21229,-123.11494,Entire home/apt,150,3
34234842,Dream Home - 2,257879766,Chunling,Sunset,49.22026,-123.08602,Private room,95,13
34235015,Beautiful Suite in Mountain View - Vancouver,258474078,Rachel,Riley Park,49.24026,-123.09731,Entire home/apt,123,17
34235666,"NEW 1 Bedroom Condo w/ Pool, Gym, Sauna, Courts",193089923,Grace,Killarney,49.20649,-123.03051,Entire home/apt,180,1
34236777,Private room with shared bathroom - G3,253496393,Luyuan,Marpole,49.21446,-123.11683,Private room,69,2
34250254,GalaSea - Luxury cruising in and around Vancouver.,8760428,Greg,Downtown,49.29057,-123.12817,Private room,750,1
34251459,Luxury 1 bedroom Great views! amazing hot tub,222506477,Sarah,Downtown Eastside,49.28251,-123.10861,Entire home/apt,501,1
34253916,The Fraser Flat - Convenient and Comfortable,258620582,Greg,Kensington-Cedar Cottage,49.24227,-123.08877,Entire home/apt,117,27
